Name,Code,Date,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign,MACD_Win Rate [%],MACD_SQN,RSI_Win Rate [%],RSI_SQN,EMA_diff_Win Rate [%],EMA_diff_SQN,VR_Win Rate [%],VR_SQN,MAX52w_Win Rate [%],MAX52w_SQN,BB2_Win Rate [%],BB2_SQN,stochastic_Win Rate [%],stochastic_SQN,tsumitate_Win Rate [%],tsumitate_SQN,MAX30d_Win Rate [%],MAX30d_SQN,Price_0d,PL_0d,Price_1d,PL_1d,Price_3d,PL_3d,Price_7d,PL_7d,Price_14d,PL_14d,Price_21d,PL_21d,Price_28d,PL_28d,Price_60d,PL_60d,Resi_Price,Price_2d,PL_2d,Price_4d,PL_4d,Price_5d,PL_5d,Price_6d,PL_6d,Price_8d,PL_8d,Price_9d,PL_9d,Price_10d,PL_10d,Price_11d,PL_11d,Price_12d,PL_12d,Price_13d,PL_13d,Price_20d,PL_20d,Price_22d,PL_22d,Price_27d,PL_27d,Price_29d,PL_29d,Price_59d,PL_59d,Price_61d,PL_61d
ブロードコム,AVGO,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,6.275128160541535,40.0,1.6550396916471184,69.2982456140351,6.849005248954516,66.0377358490566,5.650874778632183,65.21739130434783,4.000741955221439,62.06896551724138,3.2885833011764296,70.77922077922078,7.68446450599237,73.33333333333333,5.228095011466646,71.05263157894737,5.811856627105634,162.4,0.0,162.9,0.3,,,,,,,,,,,,,,163.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ケイデンス デザイン システムズ,CDNS,2024-11-22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,6.575028474444065,95.23809523809524,7.069550396103094,79.26829268292683,6.573462821806216,82.85714285714286,5.050134695486796,55.55555555555556,0.9991284812232856,66.66666666666666,2.021370081616801,74.375,4.910413461055643,65.0,3.256097596030878,57.44680851063831,1.6212794426653492,307.0,0.0,309.1,0.7,,,,,,,,,,,,,,310.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDW,CDW,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,12.409301096163606,62.5,2.552289264965011,65.65656565656566,4.335901538307,68.0,2.51671945171606,50.0,0.3908521606202113,58.620689655172406,1.6375800607942992,63.39869281045751,2.034881170653821,73.33333333333333,2.788516386577609,56.00000000000001,1.256941191694123,177.3,0.0,179.8,1.4,,,,,,,,,,,,,,178.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
セラニーズ,CE,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.66666666666666,1.062033074873333,41.17647058823529,1.1305935954778024,55.12820512820513,2.317040285497815,61.11111111111112,1.8321613996257688,54.54545454545454,0.3087154479165575,30.55555555555556,-0.0481478418848585,48.75,1.0785602589690035,55.00000000000001,1.3045625579925104,41.17647058823529,-0.533922814936879,74.6,0.0,74.7,0.1,,,,,,,,,,,,,,73.2,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
シグナ グループ,CI,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,18.84780307635892,75.0,2.880739027121539,71.42857142857143,5.125170073633005,71.05263157894737,3.496613803976008,40.0,-0.4117663809945298,69.44444444444444,3.312175280230665,61.18421052631579,4.223166335456185,61.66666666666667,2.2113107641510146,58.333333333333336,0.2448562055257283,325.5,0.0,330.1,1.4,,,,,,,,,,,,,,329.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コカ-コーラ,KO,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.42857142857143,1.0362638692688224,100.0,6.069165949402165,81.25,4.267312290204458,77.77777777777779,5.247112619694943,55.55555555555556,1.2010562799019928,72.97297297297297,2.785162455530152,54.90196078431373,2.755816488290155,60.0,1.846741484661974,51.06382978723404,1.0752238942572645,63.7,0.0,63.8,0.2,,,,,,,,,,,,,,64.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コナグラ ブランズ,CAG,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,-0.6781355126951425,44.73684210526316,0.1571170893271402,63.888888888888886,1.9311215611507253,74.35897435897436,1.9947538386883343,0.0,-3.3891131399321432,52.77777777777778,1.9201402005517008,54.088050314465406,-0.5916032640916598,58.333333333333336,0.0426314054756583,16.666666666666664,-3.0478859753312832,27.2,0.0,27.5,1.1,,,,,,,,,,,,,,27.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コパート,CPRT,2024-11-22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,13.46842720159409,55.88235294117647,2.8147607681976923,66.66666666666666,4.867401682858393,70.83333333333334,3.4765626978282955,57.14285714285714,0.5855598728212151,55.88235294117647,2.405065886664631,67.08074534161491,6.019844948136571,61.66666666666667,3.536551242430884,64.58333333333334,3.131202458914004,59.0,0.0,63.0,6.8,,,,,,,,,,,,,,63.4,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コストコ ホールセール,COST,2024-11-22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,12.725221884869129,84.61538461538461,7.008295438313971,83.33333333333334,7.256849872729186,79.41176470588235,4.605181187227696,83.33333333333334,6.797747792474087,70.83333333333334,3.016387632322428,70.70063694267516,8.084836999282837,70.0,5.057743419452507,75.0,6.119989222955447,958.5,0.0,949.7,-0.9,,,,,,,,,,,,,,960.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DR ホートン,DHI,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,24.79600985783304,63.63636363636363,4.32925381822805,61.32075471698113,5.122990688925322,77.14285714285715,5.09076183516439,42.10526315789473,-0.3270559248334844,56.66666666666666,2.759588764485093,57.7639751552795,4.469310749893904,56.66666666666666,3.086258558295598,60.46511627906976,2.1208842118455866,161.5,0.0,167.2,3.5,,,,,,,,,,,,,,167.8,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ダナハー,DHR,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,1.4181610111793943,85.71428571428571,3.43712500421292,55.67010309278351,1.3844277537599428,75.0,3.406292176454905,53.84615384615385,0.7027904056083004,75.0,1.5504356971806506,53.84615384615385,2.510301437127336,55.00000000000001,1.0068661090805835,48.27586206896552,0.75927363557997,234.5,0.0,235.4,0.4,,,,,,,,,,,,,,233.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
デンツプライ シロナ,XRAY,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.42857142857143,2.1132732500048808,42.85714285714285,-0.2838202784385279,39.47368421052632,2.027678773544724,21.428571428571427,-2.5402179469623696,20.0,-1.0570643778885245,23.91304347826087,-1.285235013631477,33.734939759036145,-1.850585828655096,28.33333333333333,-0.9988333617261288,20.0,-2.60458702128567,18.6,0.0,18.9,1.6,,,,,,,,,,,,,,19.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLR,DLR,2024-11-22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,75.0,1.1331214787916692,70.83333333333334,2.608048446773428,65.21739130434783,2.6349707873183443,76.08695652173914,3.167191613721756,36.36363636363637,-1.0684237986341991,54.54545454545454,1.1544662057520436,59.589041095890416,1.9282144447902403,60.0,1.056767837303789,51.35135135135135,-0.4746298301032045,188.4,0.0,191.0,1.4,,,,,,,,,,,,,,191.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ダウ,DOW,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,1.9099899014919868,66.66666666666666,2.893687939940676,58.620689655172406,2.7688892473091737,66.66666666666666,1.8866331433646155,40.0,-0.2185805198623868,47.22222222222222,1.5056122081609504,59.25925925925925,1.4588475758775203,48.333333333333336,0.8031324102599348,39.285714285714285,-1.4894955960536531,44.7,0.0,45.5,1.8,,,,,,,,,,,,,,44.3,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イーストマンケミカル,EMN,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.5,0.5398389864424598,100.0,6.493218687965413,58.55855855855856,1.9549932176448064,59.25925925925925,1.619783558715675,41.66666666666667,-0.1244307911446564,32.35294117647059,0.2403902117508932,40.909090909090914,-0.0075236589658135,46.66666666666666,1.1093472572749443,48.48484848484848,-0.1130153045885583,103.7,0.0,105.7,1.9,,,,,,,,,,,,,,104.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イーライ リリィ,LLY,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,90.47619047619048,7.449015607114993,93.61702127659576,9.69414917637565,73.17073170731707,5.255935855994404,70.58823529411765,4.424001134720156,87.09677419354838,6.2417666004492185,76.77419354838709,10.535698529673878,85.0,7.238344735590276,74.4186046511628,5.636989230025081,745.1,0.0,740.0,-0.7,,,,,,,,,,,,,,774.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファーストエナジー,FE,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,1.942477026096609,100.0,5.3806034898506665,55.67010309278351,1.5193348502538784,58.13953488372093,1.4404014258154276,33.33333333333333,-0.2210907264469985,56.75675675675676,0.9413126321553316,52.44755244755245,1.0315763253656771,48.333333333333336,0.1106446479839963,53.333333333333336,0.1873745866442543,41.8,0.0,41.7,-0.2,,,,,,,,,,,,,,42.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゼネラル ダイナミクス,GD,2024-11-22,0.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0,2.118119916180891,73.07692307692307,2.9390067641946205,66.66666666666666,5.020320915032382,76.0,4.583902513444784,84.21052631578947,3.4779436568528905,64.70588235294117,2.729508958498664,63.46153846153846,5.988879360947207,63.33333333333333,3.671935406526033,80.95238095238095,5.09474997872286,279.9,0.0,279.3,-0.2,,,,,,,,,,,,,,279.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゼネラル ミルズ,GIS,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.33333333333334,5.496439513735437,75.0,3.8255683386943535,82.56880733944955,6.919710597814789,81.81818181818183,3.12842545591573,56.25,0.5293207951937129,83.78378378378379,4.477425691171815,65.21739130434783,3.469606092577317,70.0,2.9006024543038604,61.76470588235294,1.655267769251335,64.2,0.0,65.1,1.4,,,,,,,,,,,,,,65.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCA ヘルスケア,HCA,2024-11-22,0.0,1.0,1.0,0.0,0.0,1.0,0.0,75.0,0.9079643464323756,100.0,7.73782360309549,72.3404255319149,3.594702218860645,79.48717948717949,2.9980622269602017,78.94736842105263,2.422501929641785,41.935483870967744,0.1412849777912986,61.58940397350994,4.799878675426148,61.66666666666667,3.0560407322491416,71.05263157894737,2.957467472786019,320.1,0.0,319.5,-0.2,,,,,,,,,,,,,,323.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジャック ヘンリー アンド アソシエーツ,JKHY,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.66666666666666,1.3533731965185412,100.0,5.2481336612697405,67.3469387755102,1.944830571988088,66.66666666666666,2.133453366773664,40.0,-0.7678418399080768,67.64705882352942,1.973790823411997,57.14285714285714,0.7965319377824494,58.333333333333336,0.0707089897710446,30.0,-1.629825379169921,171.7,0.0,171.1,-0.3,,,,,,,,,,,,,,171.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジュニパー ネットワークス,JNPR,2024-11-22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,66.66666666666666,0.9285851749550852,66.66666666666666,3.1079644854743624,76.31578947368422,4.296099293436771,70.83333333333334,2.274578375864172,81.81818181818183,1.2335846855473824,71.875,2.163647549036239,66.8918918918919,3.502755948454129,68.33333333333333,2.326568678184541,67.64705882352942,1.5579302938827404,35.3,0.0,36.0,2.0,,,,,,,,,,,,,,35.9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リンデ,LIN,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.66666666666666,1.197668464047602,85.29411764705883,4.906759147373963,74.4186046511628,7.52262414477569,89.28571428571429,11.9582617827501,75.0,2.3436639292798067,67.56756756756756,3.167298246985637,78.94736842105263,7.439486735028145,70.0,4.310486613150633,66.66666666666666,2.671467846355239,453.5,0.0,453.0,-0.1,,,,,,,,,,,,,,451.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロッキード マーチン,LMT,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.33333333333334,2.1031199929557567,90.9090909090909,5.407201786090552,69.38775510204081,2.998178906226065,67.64705882352942,2.5744756004397464,44.44444444444444,-0.4929233295518098,63.63636363636363,1.7262534868339483,44.73684210526316,0.8667130579911035,50.0,1.012823169124917,54.285714285714285,1.7622830612967704,539.9,0.0,514.9,-4.6,,,,,,,,,,,,,,519.5,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マスコ,MAS,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,1.2865084055367884,62.85714285714285,2.889376412410602,69.31818181818183,4.883323161009384,76.59574468085107,3.0800535665609647,30.76923076923077,-0.979279543346958,51.42857142857142,1.1787710766934685,59.25925925925925,1.677060275712759,46.66666666666666,1.2679567938649248,44.73684210526316,0.0624501599358986,78.4,0.0,80.0,2.0,,,,,,,,,,,,,,79.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
メトラー-トレド インターナショナル,MTD,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.9208790201281094,44.44444444444444,0.7205409696604121,51.85185185185185,1.4736973621137666,52.0,1.311691689915338,78.57142857142857,2.447501580535853,54.83870967741935,1.491074351043026,48.68421052631579,2.2933595856462308,50.0,1.7475522224564206,54.285714285714285,0.8685532822663101,1194.4,0.0,1222.1,2.3,,,,,,,,,,,,,,1193.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
モデルナ,MRNA,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87.5,3.694199378930513,33.33333333333333,0.3730980431104255,41.891891891891895,-0.4123026217951431,28.000000000000004,1.5186737632190253,83.33333333333334,1.3461864693257144,45.16129032258064,0.3016461336262017,42.44604316546763,0.8643048632236052,38.333333333333336,0.4261070888233739,58.620689655172406,1.529660210338457,37.8,0.0,42.8,13.2,,,,,,,,,,,,,,41.5,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
モノリシック パワー システムズ,MPWR,2024-11-22,0.0,1.0,1.0,0.0,0.0,1.0,0.0,60.0,1.4939346593812852,77.77777777777779,3.611172551021845,49.38271604938272,3.020165406986852,64.51612903225806,3.5447139240043515,44.44444444444444,0.1602108998710896,58.82352941176471,2.191577944792785,54.81927710843374,2.899123657616656,50.0,1.6222503021233552,65.78947368421053,2.106501181372399,565.7,0.0,587.7,3.9,,,,,,,,,,,,,,571.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ペプシコ,PEP,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.42857142857143,2.5506905429838738,90.0,3.309683253516795,77.17391304347827,5.0913697788512415,89.65517241379311,4.698617478334911,50.0,-0.780997568259227,77.5,2.9855371692970643,67.08860759493672,1.779869215853078,63.33333333333333,1.164715275587772,30.95238095238096,-2.21610146417294,159.9,0.0,162.0,1.3,,,,,,,,,,,,,,162.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファイザー,PFE,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.42857142857143,1.301912900049914,33.33333333333333,0.3313001709021925,33.76623376623377,0.1472852218602955,38.88888888888889,1.019956821034685,50.0,0.955567575312642,43.18181818181818,1.5352815118165235,56.55172413793104,1.6193029628531832,33.33333333333333,0.2541909458413863,58.620689655172406,1.9334440823852737,25.1,0.0,25.7,2.4,,,,,,,,,,,,,,25.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プロクター & ギャンブル,PG,2024-11-22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,4.24914903689386,100.0,10.656488826702406,53.48837209302325,1.852500895734032,80.76923076923077,2.9370872877804164,46.15384615384615,-0.6666409743297241,66.66666666666666,1.2589255421231322,57.51633986928104,2.7380197372253883,56.66666666666666,1.1747378275829887,51.28205128205128,0.8113159494100503,173.9,0.0,176.9,1.7,,,,,,,,,,,,,,177.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パルト グループ,PHM,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.66666666666666,1.196540200017816,100.0,9.58421927841117,67.36842105263158,5.86821208875183,81.81818181818183,5.307683653347785,79.41176470588235,4.722187975110921,48.27586206896552,1.566539913539717,63.1578947368421,4.855298151254153,55.00000000000001,2.916072063207824,78.72340425531915,4.946704046259388,127.8,0.0,130.8,2.3,,,,,,,,,,,,,,133.8,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コルボ,QRVO,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.5298471917890528,43.47826086956522,1.1182493784755267,37.11340206185567,0.9514788069233202,69.44444444444444,1.7369992925371078,0.0,-5.813938477420865,47.368421052631575,0.430175041260793,44.5945945945946,-0.1438544186879004,43.333333333333336,-0.7274767575257622,28.000000000000004,-3.358695497580779,67.9,0.0,69.4,2.2,,,,,,,,,,,,,,67.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レイセオン テクノロジーズ,RTX,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.5,0.2798661007238694,50.0,1.2814328338780443,67.44186046511628,2.67239375713556,66.66666666666666,2.2638884096169103,66.66666666666666,0.762422163060719,59.375,1.0186164794784929,52.28758169934641,1.642772199070328,51.66666666666667,1.189711503345266,71.05263157894737,3.514952637581525,120.5,0.0,118.0,-2.1,,,,,,,,,,,,,,118.6,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リジェネロン ファーマシューティカルズ,REGN,2024-11-22,0.0,1.0,1.0,0.0,0.0,1.0,0.0,100.0,5.873926256241928,100.0,9.659131430901224,66.66666666666666,5.3354291066852,77.08333333333334,5.629269787844577,66.66666666666666,2.4612201633694952,66.66666666666666,2.899347240701573,66.66666666666666,7.774513755270039,70.0,4.625133627419739,67.44186046511628,4.408870727125471,737.6,0.0,741.6,0.5,,,,,,,,,,,,,,736.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リジョンズ ファイナンシャル,RF,2024-11-22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,66.66666666666666,0.5728210964449227,58.333333333333336,1.0951862064968936,72.22222222222221,2.101468866637995,64.81481481481481,1.4659596002126205,40.0,-0.39985384831671,55.00000000000001,-0.1626381176747333,53.125,-0.7742298032958929,60.0,0.2280716391745307,51.51515151515152,-1.0461761336090551,26.8,0.0,27.4,2.2,,,,,,,,,,,,,,27.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リパブリック サービシズ,RSG,2024-11-22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,75.0,0.9394187467456137,100.0,15.020248432438166,88.9908256880734,8.946985786614317,75.67567567567568,5.346541482854338,87.09677419354838,7.207513544072423,75.86206896551724,4.038290563315201,86.57718120805369,10.35389635579484,83.33333333333334,5.473893425911592,81.13207547169812,5.809915386174947,215.0,0.0,216.0,0.5,,,,,,,,,,,,,,217.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
シーゲイト テクノロジー ホールディングス,STX,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.5,2.303680216949177,58.06451612903226,1.9692753346828336,55.55555555555556,3.853433478441012,61.81818181818181,4.537508851505488,69.23076923076923,2.344340766358953,42.85714285714285,1.6486714431329386,50.64102564102564,3.120317792939164,61.66666666666667,2.52432825726693,68.57142857142857,3.079030941412725,99.2,0.0,100.8,1.6,,,,,,,,,,,,,,101.6,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サービスナウ,NOW,2024-11-22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,66.66666666666666,1.583373078333965,83.33333333333334,2.9309770537311657,52.87356321839081,2.903620741780605,78.57142857142857,3.9724258071707466,66.66666666666666,1.1876604928620809,57.14285714285714,1.6918876180987328,57.961783439490446,3.691013079508244,53.333333333333336,1.524249321295792,63.1578947368421,1.9275201350934208,1050.0,0.0,1049.2,-0.1,,,,,,,,,,,,,,1054.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ターゲット,TGT,2024-11-22,0.0,1.0,1.0,0.0,0.0,0.0,1.0,60.0,0.6255983146934289,55.55555555555556,0.8921789052080629,51.92307692307693,0.0879674000298116,33.33333333333333,-0.5490824391113355,64.70588235294117,1.0328650806427524,26.666666666666668,-0.8988020896533511,44.5859872611465,0.0842212042403484,46.66666666666666,0.7610295747105086,52.63157894736842,0.363007077571164,121.3,0.0,127.5,5.1,,,,,,,,,,,,,,126.9,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サーモ フィッシャー サイエンティフィック,TMO,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.285714285714285,-0.3863724927291017,68.18181818181817,2.428268490595184,69.56521739130434,3.403522151446933,57.49999999999999,2.5267322163870234,55.55555555555556,1.6993197722050215,55.55555555555556,1.710859722242432,58.78378378378378,2.86839626981529,53.333333333333336,1.2306087992126251,50.0,0.7058634186540533,507.2,0.0,509.4,0.4,,,,,,,,,,,,,,507.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トラクターサプライ,TSCO,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,18.20910025890082,100.0,5.088310571611819,59.74025974025974,4.110864895614811,63.63636363636363,3.476168031414763,52.38095238095239,0.0863285633219348,48.48484848484848,1.0371875787808116,53.20512820512821,3.6960447258281706,48.333333333333336,2.490494500176464,62.16216216216216,2.588112191996758,274.5,0.0,283.7,3.4,,,,,,,,,,,,,,280.9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トランス ダイム グループ,TDG,2024-11-22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,1.2963712288461984,100.0,10.324970435304127,62.03703703703704,4.717856648646355,70.73170731707317,3.897295879113837,80.0,4.522883387997806,71.05263157894737,2.991879597538002,74.02597402597402,5.765253567366842,70.0,3.295200765213164,61.90476190476191,3.543622000596664,1230.1,0.0,1248.2,1.5,,,,,,,,,,,,,,1252.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アルタ ビューティ,ULTA,2024-11-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,7.1324302725917565,75.0,3.202108075713655,70.1492537313433,3.783154247135692,69.23076923076923,3.120770886684516,47.368421052631575,-1.265726631389932,52.5,0.4054386026748452,68.62745098039215,2.277754379401668,60.0,1.183103230654417,54.285714285714285,-0.2821811130953029,338.0,0.0,344.4,1.9,,,,,,,,,,,,,,353.9,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ベリサイン,VRSN,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.42857142857143,1.312892386040657,83.33333333333334,2.5139976918142475,64.70588235294117,1.2783548942632723,62.5,1.7535238845296703,50.0,-0.9679711001073784,65.71428571428571,0.8140662833565611,54.43037974683544,-0.1881857116963575,53.333333333333336,-0.111273560379505,41.66666666666667,-1.7421503944557548,180.7,0.0,180.9,0.1,,,,,,,,,,,,,,182.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バーテックス ファーマシューティカルズ,VRTX,2024-11-22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,66.66666666666666,1.856418800090148,100.0,8.913816451939852,68.96551724137932,5.717367536301462,58.53658536585365,2.991952645774349,77.27272727272727,3.4803280868887017,70.37037037037037,2.8540487306882327,69.73684210526315,6.4538553459393135,73.33333333333333,3.800338329328624,90.47619047619048,7.732704989609246,449.0,0.0,455.8,1.5,,,,,,,,,,,,,,459.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ウォルグリーン ブーツ アライアンス,WBA,2024-11-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.44444444444444,-0.3558079517491456,71.42857142857143,2.243714139968049,15.68627450980392,-2.0673650073802223,41.66666666666667,-1.1614237673653645,,0.0,18.181818181818183,-2.1090069449648565,34.01360544217687,-4.4293337841008364,23.33333333333333,-2.2344592615275154,20.0,-2.071915900207165,8.2,0.0,8.7,6.1,,,,,,,,,,,,,,8.7,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ウォルマート,WMT,2024-11-22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,77.77777777777779,3.4637305618644687,86.20689655172413,4.061522678832241,86.20689655172413,9.279375360500252,91.11111111111111,6.454713184863342,83.33333333333334,3.242061540531584,87.87878787878788,4.122807911965486,80.0,7.763103794482848,78.33333333333333,4.641751987919443,75.55555555555556,4.1917650603269445,88.9,0.0,89.1,0.2,,,,,,,,,,,,,,89.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
極洋,1301,2024-11-22,0.0,1.0,1.0,0.0,0.0,1.0,0.0,88.88888888888889,2.8011609270136977,85.18518518518519,6.115056044306827,75.90361445783132,6.504152457576768,80.76923076923077,4.867728851128601,46.15384615384615,-1.6613231715359784,57.89473684210527,1.3371238295567425,71.05263157894737,5.589648475132177,70.0,3.196965096822534,67.74193548387096,1.632532635092402,3890.0,0.0,3935.0,1.2,,,,,,,,,,,,,,3900.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ホクト,1379,2024-11-22,0.0,1.0,1.0,0.0,0.0,1.0,0.0,23.07692307692308,-0.728051838044839,50.0,0.8866616743766501,40.81632653061224,-1.1428923116971266,50.0,0.5973669275521036,,0.0,36.36363636363637,0.0603600541025444,31.210191082802545,-3.248047358797304,30.0,-2.289593435004952,23.52941176470588,-2.7852563683016736,1709.0,0.0,1720.0,0.6,,,,,,,,,,,,,,1731.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ショーボンドホールディングス,1414,2024-11-22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,77.77777777777779,3.3690758136381844,63.63636363636363,1.6471692679822516,63.47826086956522,4.5360283936717165,70.58823529411765,2.7295655306932387,50.0,-0.3702418003552135,53.125,1.536655079976182,55.10204081632652,2.458749056390677,59.01639344262295,2.076393370705832,62.06896551724138,1.0322837153845044,5170.0,0.0,5178.0,0.2,,,,,,,,,,,,,,5178.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
タマホーム,1419,2024-11-22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,4.836223770454591,96.66666666666669,8.596818786203873,70.78651685393258,6.813443360846549,78.78787878787878,4.855252380329424,38.46153846153847,-0.4388831757055419,76.92307692307693,4.454046017930049,66.20689655172414,6.628383795276698,70.0,3.925685326664641,38.23529411764706,-0.0664032011744049,3680.0,0.0,3745.0,1.8,,,,,,,,,,,,,,3680.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
